"cfi","text"
"epubcfi(/6/10!/4/2[pgepubid00005]/354)","LADY CAPULET.What say you, can you love the gentleman?This night you shall behold him at our feast;Read o’er the volume of young Paris’ face,And find delight writ there with beauty’s pen.Examine every married lineament,And see how one another lends content;And what obscur’d in this fair volume lies,Find written in the margent of his eyes.This precious book of love, this unbound lover,To beautify him, only lacks a cover:The fish lives in the sea; and ’tis much prideFor fair without the fair within to hide.That book in many’s eyes doth share the glory,That in gold clasps locks in the golden story;So shall you share all that he doth possess,By having him, making yourself no less."
"epubcfi(/6/10!/4/2[pgepubid00005]/356)","NURSE.No less, nay bigger. Women grow by men."
"epubcfi(/6/10!/4/2[pgepubid00005]/358)","LADY CAPULET.Speak briefly, can you like of Paris’ love?"
"epubcfi(/6/10!/4/2[pgepubid00005]/360)","JULIET.I’ll look to like, if looking liking move:But no more deep will I endart mine eyeThan your consent gives strength to make it fly."
"epubcfi(/6/10!/4/2[pgepubid00005]/362)","Enter a Servant."
"epubcfi(/6/10!/4/2[pgepubid00005]/364)","SERVANT.Madam, the guests are come, supper served up, youcalled, my young lady asked for, the Nurse cursedin the pantry, and everything in extremity. I musthence to wait, I beseech you follow straight."
"epubcfi(/6/10!/4/2[pgepubid00005]/366)","LADY CAPULET.We follow thee."
"epubcfi(/6/10!/4/2[pgepubid00005]/368)","[Exit Servant.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/370)","Juliet, the County stays."
"epubcfi(/6/10!/4/2[pgepubid00005]/372)","NURSE.Go, girl, seek happy nights to happy days."
"epubcfi(/6/10!/4/2[pgepubid00005]/374)","[Exeunt.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/378)","Enter Romeo, Mercutio, Benvolio,with five or six Maskers; Torch-bearers and others."
"epubcfi(/6/10!/4/2[pgepubid00005]/380)","ROMEO.What, shall this speech be spoke for our excuse?Or shall we on without apology?"
"epubcfi(/6/10!/4/2[pgepubid00005]/382)","BENVOLIO.The date is out of such prolixity:We’ll have no Cupid hoodwink’d with a scarf,Bearing a Tartar’s painted bow of lath,Scaring the ladies like a crow-keeper;Nor no without-book prologue, faintly spokeAfter the prompter, for our entrance:But let them measure us by what they will,We’ll measure them a measure, and be gone."
"epubcfi(/6/10!/4/2[pgepubid00005]/384)","ROMEO.Give me a torch, I am not for this ambling;Being but heavy I will bear the light."
"epubcfi(/6/10!/4/2[pgepubid00005]/386)","MERCUTIO.Nay, gentle Romeo, we must have you dance."
"epubcfi(/6/10!/4/2[pgepubid00005]/388)","ROMEO.Not I, believe me, you have dancing shoes,With nimble soles, I have a soul of leadSo stakes me to the ground I cannot move."
"epubcfi(/6/10!/4/2[pgepubid00005]/390)","MERCUTIO.You are a lover, borrow Cupid’s wings,And soar with them above a common bound."
"epubcfi(/6/10!/4/2[pgepubid00005]/392)","ROMEO.I am too sore enpierced with his shaftTo soar with his light feathers, and so bound,I cannot bound a pitch above dull woe.Under love’s heavy burden do I sink."
"epubcfi(/6/10!/4/2[pgepubid00005]/394)","MERCUTIO.And, to sink in it, should you burden love;Too great oppression for a tender thing."
"epubcfi(/6/10!/4/2[pgepubid00005]/396)","ROMEO.Is love a tender thing? It is too rough,Too rude, too boisterous; and it pricks like thorn."
"epubcfi(/6/10!/4/2[pgepubid00005]/398)","MERCUTIO.If love be rough with you, be rough with love;Prick love for pricking, and you beat love down.Give me a case to put my visage in: [Putting on a mask.]A visor for a visor. What care IWhat curious eye doth quote deformities?Here are the beetle-brows shall blush for me."
"epubcfi(/6/10!/4/2[pgepubid00005]/400)","BENVOLIO.Come, knock and enter; and no sooner inBut every man betake him to his legs."
"epubcfi(/6/10!/4/2[pgepubid00005]/402)","ROMEO.A torch for me: let wantons, light of heart,Tickle the senseless rushes with their heels;For I am proverb’d with a grandsire phrase,I’ll be a candle-holder and look on,The game was ne’er so fair, and I am done."
"epubcfi(/6/10!/4/2[pgepubid00005]/404)","MERCUTIO.Tut, dun’s the mouse, the constable’s own word:If thou art dun, we’ll draw thee from the mireOr save your reverence love, wherein thou stickestUp to the ears. Come, we burn daylight, ho."
"epubcfi(/6/10!/4/2[pgepubid00005]/406)","ROMEO.Nay, that’s not so."
"epubcfi(/6/10!/4/2[pgepubid00005]/408)","MERCUTIO.I mean sir, in delayWe waste our lights in vain, light lights by day.Take our good meaning, for our judgment sitsFive times in that ere once in our five wits."
"epubcfi(/6/10!/4/2[pgepubid00005]/410)","ROMEO.And we mean well in going to this mask;But ’tis no wit to go."
"epubcfi(/6/10!/4/2[pgepubid00005]/412)","MERCUTIO.Why, may one ask?"
"epubcfi(/6/10!/4/2[pgepubid00005]/414)","ROMEO.I dreamt a dream tonight."
"epubcfi(/6/10!/4/2[pgepubid00005]/416)","MERCUTIO.And so did I."
"epubcfi(/6/10!/4/2[pgepubid00005]/418)","ROMEO.Well what was yours?"
"epubcfi(/6/10!/4/2[pgepubid00005]/420)","MERCUTIO.That dreamers often lie."
"epubcfi(/6/10!/4/2[pgepubid00005]/422)","ROMEO.In bed asleep, while they do dream things true."
"epubcfi(/6/10!/4/2[pgepubid00005]/424)","MERCUTIO.O, then, I see Queen Mab hath been with you.She is the fairies’ midwife, and she comesIn shape no bigger than an agate-stoneOn the fore-finger of an alderman,Drawn with a team of little atomiesOver men’s noses as they lie asleep:Her waggon-spokes made of long spinners’ legs;The cover, of the wings of grasshoppers;Her traces, of the smallest spider’s web;The collars, of the moonshine’s watery beams;Her whip of cricket’s bone; the lash, of film;Her waggoner, a small grey-coated gnat,Not half so big as a round little wormPrick’d from the lazy finger of a maid:Her chariot is an empty hazelnut,Made by the joiner squirrel or old grub,Time out o’ mind the fairies’ coachmakers.And in this state she gallops night by nightThrough lovers’ brains, and then they dream of love;O’er courtiers’ knees, that dream on curtsies straight;O’er lawyers’ fingers, who straight dream on fees;O’er ladies’ lips, who straight on kisses dream,Which oft the angry Mab with blisters plagues,Because their breaths with sweetmeats tainted are:Sometime she gallops o’er a courtier’s nose,And then dreams he of smelling out a suit;And sometime comes she with a tithe-pig’s tail,Tickling a parson’s nose as a lies asleep,Then dreams he of another benefice:Sometime she driveth o’er a soldier’s neck,And then dreams he of cutting foreign throats,Of breaches, ambuscados, Spanish blades,Of healths five fathom deep; and then anonDrums in his ear, at which he starts and wakes;And, being thus frighted, swears a prayer or two,And sleeps again. This is that very MabThat plats the manes of horses in the night;And bakes the elf-locks in foul sluttish hairs,Which, once untangled, much misfortune bodes:This is the hag, when maids lie on their backs,That presses them, and learns them first to bear,Making them women of good carriage:This is she,—"
"epubcfi(/6/10!/4/2[pgepubid00005]/426)","ROMEO.Peace, peace, Mercutio, peace,Thou talk’st of nothing."
"epubcfi(/6/10!/4/2[pgepubid00005]/428)","MERCUTIO.True, I talk of dreams,Which are the children of an idle brain,Begot of nothing but vain fantasy,Which is as thin of substance as the air,And more inconstant than the wind, who woosEven now the frozen bosom of the north,And, being anger’d, puffs away from thence,Turning his side to the dew-dropping south."
"epubcfi(/6/10!/4/2[pgepubid00005]/430)","BENVOLIO.This wind you talk of blows us from ourselves:Supper is done, and we shall come too late."
"epubcfi(/6/10!/4/2[pgepubid00005]/432)","ROMEO.I fear too early: for my mind misgivesSome consequence yet hanging in the stars,Shall bitterly begin his fearful dateWith this night’s revels; and expire the termOf a despised life, clos’d in my breastBy some vile forfeit of untimely death.But he that hath the steerage of my courseDirect my suit. On, lusty gentlemen!"
"epubcfi(/6/10!/4/2[pgepubid00005]/434)","BENVOLIO.Strike, drum."
"epubcfi(/6/10!/4/2[pgepubid00005]/436)","[Exeunt.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/440)","Musicians waiting. Enter Servants."
"epubcfi(/6/10!/4/2[pgepubid00005]/442)","FIRST SERVANT.Where’s Potpan, that he helps not to take away?He shift a trencher! He scrape a trencher!"
"epubcfi(/6/10!/4/2[pgepubid00005]/444)","SECOND SERVANT.When good manners shall lie all in one or two men’shands, and they unwash’d too, ’tis a foul thing."
"epubcfi(/6/10!/4/2[pgepubid00005]/446)","FIRST SERVANT.Away with the join-stools, remove the court-cupboard, lookto the plate. Good thou, save me a piece of marchpane; and asthou loves me, let the porter let in Susan Grindstone and Nell.Antony and Potpan!"
"epubcfi(/6/10!/4/2[pgepubid00005]/448)","SECOND SERVANT.Ay, boy, ready."
"epubcfi(/6/10!/4/2[pgepubid00005]/450)","FIRST SERVANT.You are looked for and called for, asked forand sought for, in the great chamber."
"epubcfi(/6/10!/4/2[pgepubid00005]/452)","SECOND SERVANT.We cannot be here and there too. Cheerly, boys.Be brisk awhile, and the longer liver take all."
"epubcfi(/6/10!/4/2[pgepubid00005]/454)","[Exeunt.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/456)","Enter Capulet, &c. withthe Guests and Gentlewomen to the Maskers."
"epubcfi(/6/10!/4/2[pgepubid00005]/458)","CAPULET.Welcome, gentlemen, ladies that have their toesUnplagu’d with corns will have a bout with you.Ah my mistresses, which of you allWill now deny to dance? She that makes dainty,She I’ll swear hath corns. Am I come near ye now?Welcome, gentlemen! I have seen the dayThat I have worn a visor, and could tellA whispering tale in a fair lady’s ear,Such as would please; ’tis gone, ’tis gone, ’tis gone,You are welcome, gentlemen! Come, musicians, play.A hall, a hall, give room! And foot it, girls."
"epubcfi(/6/10!/4/2[pgepubid00005]/460)","[Music plays, and they dance.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/462)","More light, you knaves; and turn the tables up,And quench the fire, the room is grown too hot.Ah sirrah, this unlook’d-for sport comes well.Nay sit, nay sit, good cousin Capulet,For you and I are past our dancing days;How long is’t now since last yourself and IWere in a mask?"
"epubcfi(/6/10!/4/2[pgepubid00005]/464)","CAPULET’S COUSIN.By’r Lady, thirty years."
"epubcfi(/6/10!/4/2[pgepubid00005]/466)","CAPULET.What, man, ’tis not so much, ’tis not so much:’Tis since the nuptial of Lucentio,Come Pentecost as quickly as it will,Some five and twenty years; and then we mask’d."
"epubcfi(/6/10!/4/2[pgepubid00005]/468)","CAPULET’S COUSIN.’Tis more, ’tis more, his son is elder, sir;His son is thirty."
"epubcfi(/6/10!/4/2[pgepubid00005]/470)","CAPULET.Will you tell me that?His son was but a ward two years ago."
"epubcfi(/6/10!/4/2[pgepubid00005]/472)","ROMEO.What lady is that, which doth enrich the handOf yonder knight?"
"epubcfi(/6/10!/4/2[pgepubid00005]/474)","SERVANT.I know not, sir."
"epubcfi(/6/10!/4/2[pgepubid00005]/476)","ROMEO.O, she doth teach the torches to burn bright!It seems she hangs upon the cheek of nightAs a rich jewel in an Ethiop’s ear;Beauty too rich for use, for earth too dear!So shows a snowy dove trooping with crowsAs yonder lady o’er her fellows shows.The measure done, I’ll watch her place of stand,And touching hers, make blessed my rude hand.Did my heart love till now? Forswear it, sight!For I ne’er saw true beauty till this night."
"epubcfi(/6/10!/4/2[pgepubid00005]/478)","TYBALT.This by his voice, should be a Montague.Fetch me my rapier, boy. What, dares the slaveCome hither, cover’d with an antic face,To fleer and scorn at our solemnity?Now by the stock and honour of my kin,To strike him dead I hold it not a sin."
"epubcfi(/6/10!/4/2[pgepubid00005]/480)","CAPULET.Why how now, kinsman!Wherefore storm you so?"
"epubcfi(/6/10!/4/2[pgepubid00005]/482)","TYBALT.Uncle, this is a Montague, our foe;A villain that is hither come in spite,To scorn at our solemnity this night."
"epubcfi(/6/10!/4/2[pgepubid00005]/484)","CAPULET.Young Romeo, is it?"
"epubcfi(/6/10!/4/2[pgepubid00005]/486)","TYBALT.’Tis he, that villain Romeo."
"epubcfi(/6/10!/4/2[pgepubid00005]/488)","CAPULET.Content thee, gentle coz, let him alone,A bears him like a portly gentleman;And, to say truth, Verona brags of himTo be a virtuous and well-govern’d youth.I would not for the wealth of all the townHere in my house do him disparagement.Therefore be patient, take no note of him,It is my will; the which if thou respect,Show a fair presence and put off these frowns,An ill-beseeming semblance for a feast."
"epubcfi(/6/10!/4/2[pgepubid00005]/490)","TYBALT.It fits when such a villain is a guest:I’ll not endure him."
"epubcfi(/6/10!/4/2[pgepubid00005]/492)","CAPULET.He shall be endur’d.What, goodman boy! I say he shall, go to;Am I the master here, or you? Go to.You’ll not endure him! God shall mend my soul,You’ll make a mutiny among my guests!You will set cock-a-hoop, you’ll be the man!"
"epubcfi(/6/10!/4/2[pgepubid00005]/494)","TYBALT.Why, uncle, ’tis a shame."
"epubcfi(/6/10!/4/2[pgepubid00005]/496)","CAPULET.Go to, go to!You are a saucy boy. Is’t so, indeed?This trick may chance to scathe you, I know what.You must contrary me! Marry, ’tis time.Well said, my hearts!—You are a princox; go:Be quiet, or—More light, more light!—For shame!I’ll make you quiet. What, cheerly, my hearts."
"epubcfi(/6/10!/4/2[pgepubid00005]/498)","TYBALT.Patience perforce with wilful choler meetingMakes my flesh tremble in their different greeting.I will withdraw: but this intrusion shall,Now seeming sweet, convert to bitter gall."
"epubcfi(/6/10!/4/2[pgepubid00005]/500)","[Exit.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/502)","ROMEO.[To Juliet.] If I profane with my unworthiest handThis holy shrine, the gentle sin is this,My lips, two blushing pilgrims, ready standTo smooth that rough touch with a tender kiss."
"epubcfi(/6/10!/4/2[pgepubid00005]/504)","JULIET.Good pilgrim, you do wrong your hand too much,Which mannerly devotion shows in this;For saints have hands that pilgrims’ hands do touch,And palm to palm is holy palmers’ kiss."
"epubcfi(/6/10!/4/2[pgepubid00005]/506)","ROMEO.Have not saints lips, and holy palmers too?"
"epubcfi(/6/10!/4/2[pgepubid00005]/508)","JULIET.Ay, pilgrim, lips that they must use in prayer."
"epubcfi(/6/10!/4/2[pgepubid00005]/510)","ROMEO.O, then, dear saint, let lips do what hands do:They pray, grant thou, lest faith turn to despair."
"epubcfi(/6/10!/4/2[pgepubid00005]/512)","JULIET.Saints do not move, though grant for prayers’ sake."
"epubcfi(/6/10!/4/2[pgepubid00005]/514)","ROMEO.Then move not while my prayer’s effect I take.Thus from my lips, by thine my sin is purg’d.[Kissing her.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/516)","JULIET.Then have my lips the sin that they have took."
"epubcfi(/6/10!/4/2[pgepubid00005]/518)","ROMEO.Sin from my lips? O trespass sweetly urg’d!Give me my sin again."
"epubcfi(/6/10!/4/2[pgepubid00005]/520)","JULIET.You kiss by the book."
"epubcfi(/6/10!/4/2[pgepubid00005]/522)","NURSE.Madam, your mother craves a word with you."
"epubcfi(/6/10!/4/2[pgepubid00005]/524)","ROMEO.What is her mother?"
"epubcfi(/6/10!/4/2[pgepubid00005]/526)","NURSE.Marry, bachelor,Her mother is the lady of the house,And a good lady, and a wise and virtuous.I nurs’d her daughter that you talk’d withal.I tell you, he that can lay hold of herShall have the chinks."
"epubcfi(/6/10!/4/2[pgepubid00005]/528)","ROMEO.Is she a Capulet?O dear account! My life is my foe’s debt."
"epubcfi(/6/10!/4/2[pgepubid00005]/530)","BENVOLIO.Away, be gone; the sport is at the best."
"epubcfi(/6/10!/4/2[pgepubid00005]/532)","ROMEO.Ay, so I fear; the more is my unrest."
"epubcfi(/6/10!/4/2[pgepubid00005]/534)","CAPULET.Nay, gentlemen, prepare not to be gone,We have a trifling foolish banquet towards.Is it e’en so? Why then, I thank you all;I thank you, honest gentlemen; good night.More torches here! Come on then, let’s to bed.Ah, sirrah, by my fay, it waxes late,I’ll to my rest."
"epubcfi(/6/10!/4/2[pgepubid00005]/536)","[Exeunt all but Juliet andNurse.]"
"epubcfi(/6/10!/4/2[pgepubid00005]/538)","JULIET.Come hither, Nurse. What is yond gentleman?"
"epubcfi(/6/10!/4/2[pgepubid00005]/540)","NURSE.The son and heir of old Tiberio."
"epubcfi(/6/10!/4/2[pgepubid00005]/542)","JULIET.What’s he that now is going out of door?"
